% pp non-regulatory
% met non_regulatory
% pd regulatory
% methylation non-regulatory
% phosphorylation non-regulatory
% dephosphorylation non-regulatory
% demethylation non-regulatory
% srna non-regulatory
% expression non-regulatory
% activation non-regulatory
% ubiquination non-regulatory
% glycosylation non-regulatory
% inhibition non-regulatory
% sigma non-regulatory
YOR167C,YGR027C,pp,undirected,0.943
YDL075W,YNL096C,pp,undirected,0.943
YGL103W,YDR500C,pp,undirected,0.955
YKL144C,YNL039W,pp,undirected,0.951
YIL115C,YDR192C,pp,undirected,0.937
YNL067W,YER056C-A,pp,undirected,0.943
YGL129C,YER050C,pp,undirected,0.976
YDL014W,YJR002W,pp,undirected,0.979
YJR094W-A,YDR500C,pp,undirected,0.943
YOR295W,YLR141W,pp,undirected,0.931
YBR181C,YBR048W,pp,undirected,0.943
YAR007C,YDL140C,pp,undirected,0.94
YER094C,YOR157C,pp,undirected,0.985
YPL213W,YMR213W,pp,undirected,0.995
YLR191W,YKL197C,pp,undirected,0.979
YDR448W,YMR223W,pp,undirected,0.985
YNL147W,YBR055C,pp,undirected,0.985
YPR034W,YBR289W,pp,undirected,0.941
YGL070C,YPR056W,pp,undirected,0.966
YHR069C,YOL142W,pp,undirected,0.985
YDR473C,YJR022W,pp,undirected,0.982
YNL308C,YGR103W,pp,undirected,0.958
YLR344W,YGR027C,pp,undirected,0.943
YMR230W,YPL079W,pp,undirected,0.943
YER021W,YPR103W,pp,undirected,0.985
YGR156W,YNL317W,pp,undirected,0.94
YPR102C,YHR141C,pp,undirected,0.943
YDL081C,YGR085C,pp,undirected,0.955
YLL011W,YOL010W,pp,undirected,0.967
YJR123W,YHR021C,pp,undirected,0.955
YMR230W,YPL090C,pp,undirected,0.943
YNL069C,YDL136W,pp,undirected,0.943
YGL103W,YFL034C-A,pp,undirected,0.955
YKL141W,YLL041C,pp,undirected,0.988
YGR214W,YCR031C,pp,undirected,0.943
YPR187W,YOR224C,pp,undirected,0.985
YMR242C,YLR340W,pp,undirected,0.955
YLR388W,YBR079C,pp,undirected,0.947
YCR031C,YDR447C,pp,undirected,0.943
YPL081W,YML024W,pp,undirected,0.943
YOL040C,YNL178W,pp,undirected,0.985
YKR094C,YBL027W,pp,undirected,0.943
YOR293W,YOL120C,pp,undirected,0.943
YNL252C,YML025C,pp,undirected,0.947
YJR093C,YOR250C,pp,undirected,0.934
YHR203C,YHR021C,pp,undirected,0.943
YPR131C,YPR051W,pp,undirected,0.981
YPR036W,YPL234C,pp,undirected,0.962
YPR102C,YOL121C,pp,undirected,0.943
YMR229C,YPL081W,pp,undirected,0.947
YLR103C,YLR274W,pp,undirected,0.989
YER178W,YBR221C,pp,undirected,0.997
YGL147C,YDL075W,pp,undirected,0.943
YJR002W,YLR409C,pp,undirected,0.985
YDR500C,YOR063W,pp,undirected,0.955
YGL103W,YMR143W,pp,undirected,0.955
YBR109C,YHR042W,pp,undirected,0.936
YGR214W,YBR079C,pp,undirected,0.951
YIL022W,YNR017W,pp,undirected,0.982
YOR096W,YGL189C,pp,undirected,0.943
YEL054C,YPL079W,pp,undirected,0.943
YPL249C-A,YNL067W,pp,undirected,0.943
YPR187W,YJL140W,pp,undirected,0.985
YPR043W,YMR142C,pp,undirected,0.943
YOR293W,YJL177W,pp,undirected,0.943
YHR141C,YBR031W,pp,undirected,0.943
YNL261W,YDL017W,pp,undirected,0.985
YPR082C,YJR022W,pp,undirected,0.982
YPL131W,YKL180W,pp,undirected,0.955
YHL033C,YGL031C,pp,undirected,0.943
YGR252W,YLR055C,pp,undirected,0.951
YNL301C,YDL130W,pp,undirected,0.941
YOL121C,YOR361C,pp,undirected,0.947
YKL145W,YDL097C,pp,undirected,0.985
YNL244C,YMR146C,pp,undirected,0.966
